provincia,partido,localidad,poblacion,adsl,cable_modem,dial_up,fibra_opt,satelital,wireless,telefonia_fija,3g,4g,link,latitud,longitud
Buenos Aires,Bahía Blanca,Villa Bordeau,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,6056020,-38.6472605094596,-62.3200223419024
Buenos Aires,Bahía Blanca,Villa Espora,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,6056020,-38.7765069529222,-62.1851833537179
Buenos Aires,Balcarce,Balcarce,38376,SI,SI,SI,SI,NO,SI,SI,SI,SI,6063010,-37.8482779294345,-58.2551665841248
Buenos Aires,Balcarce,Los Pinos,337,NO,NO,NO,NO,NO,SI,SI,NO,NO,6063020,-37.9412057603,-58.3225920150442
Buenos Aires,Balcarce,Napaleofú,374,NO,NO,NO,SI,NO,SI,SI,SI,SI,6063030,-37.6254980210026,-58.7461862359423
Buenos Aires,Balcarce,Ramos Otero,95,NO,NO,NO,NO,NO,SI,NO,NO,SI,6063040,-37.5426353712017,-58.3407185507274
Buenos Aires,Balcarce,San Agustín,498,NO,NO,NO,NO,NO,SI,SI,NO,NO,6063050,-38.0122838564587,-58.355377761682
Buenos Aires,Balcarce,Villa Laguna La Brava,115,NO,NO,NO,NO,NO,SI,SI,SI,SI,6063060,-37.8596285282151,-57.9806008736401
Buenos Aires,Baradero,Baradero,28537,SI,SI,NO,SI,SI,SI,SI,SI,SI,6070010,-33.8128781547156,-59.5043068852807
Buenos Aires,Baradero,Irineo Portela,379,NO,NO,NO,SI,SI,SI,SI,NO,NO,6070020,-33.9810489198561,-59.6715601606315
Buenos Aires,Baradero,Santa Coloma,203,NO,NO,NO,NO,NO,SI,NO,NO,SI,6070030,-34.062154134736,-59.5585420642846
Buenos Aires,Baradero,Villa Alsina (Est. Alsina),1488,SI,NO,NO,NO,NO,SI,SI,SI,SI,6070040,-33.9096038045591,-59.3882017132282
Buenos Aires,Benito Juárez,Barker,1241,NO,NO,SI,SI,SI,SI,SI,SI,SI,6084010,-37.6424111302365,-59.3889380312927
Chubut,Futaleufú,Lago Rosario,87,NO,NO,NO,NO,SI,NO,SI,NO,NO,26035040,-43.2500168518714,-71.3512318442886
Buenos Aires,General Las Heras,General Las Heras (Est. Las Heras),11331,SI,SI,SI,SI,NO,SI,SI,SI,SI,6329020,-34.9267739074255,-58.9453407851291
Buenos Aires,General Las Heras,La Choza,41,NO,NO,NO,NO,NO,NO,NO,NO,NO,6329030,-34.7829908276155,-59.1095647693247
Buenos Aires,General Las Heras,Lozano,0,NO,NO,NO,NO,SI,NO,NO,NO,NO,6329020,-34.8542796259808,-59.0533451317779
Buenos Aires,General Las Heras,Plomer,198,NO,NO,NO,NO,NO,NO,SI,NO,NO,6329050,-34.7941193667757,-59.0279756935744
Buenos Aires,General Las Heras,Villars,1147,NO,SI,SI,SI,NO,NO,SI,NO,NO,6329060,-34.8300241949658,-58.9422589402025
Buenos Aires,General Lavalle,Chacras De San Clemente,0,NO,NO,NO,NO,NO,SI,NO,NO,NO,6336020,-36.4080851872455,-56.9433553335054
Buenos Aires,General Lavalle,General Lavalle,1827,NO,SI,NO,SI,SI,SI,SI,SI,SI,6336020,-36.4080851872455,-56.9433553335054
Buenos Aires,General Lavalle,Pavón,942,NO,NO,NO,SI,NO,SI,NO,SI,SI,6336030,-36.7089537726649,-56.7598433617574
Buenos Aires,General Paz,Barrio Río Salado,265,NO,NO,NO,NO,NO,NO,NO,NO,NO,6343010,-35.6936377582584,-58.447313612508
Buenos Aires,General Paz,Loma Verde,657,NO,NO,NO,NO,NO,SI,SI,SI,SI,6343020,-35.2747490125694,-58.4041701894263
Buenos Aires,General Paz,Ranchos,7916,SI,NO,SI,SI,NO,SI,SI,SI,SI,6343030,-35.5173520233652,-58.3184247148653
Buenos Aires,General Paz,Villanueva (Ap. Río Salado),537,NO,NO,NO,NO,NO,SI,SI,NO,NO,6343040,-35.6776271050909,-58.4350923167562
Buenos Aires,General Pinto,Colonia San Ricardo (Est. Iriarte),811,SI,NO,NO,NO,NO,SI,SI,SI,SI,6351010,-34.4162137301573,-61.9280141749282
Misiones,San Ignacio,General Urquiza,372,NO,NO,NO,NO,NO,SI,NO,NO,NO,54098040,-27.0988816811273,-55.3678169761144
Buenos Aires,Magdalena,General Mansilla (Est. Bartolomé Bavio),2022,NO,SI,NO,SI,NO,NO,SI,NO,SI,6505020,-35.0816834306862,-57.7469762592144
Buenos Aires,Magdalena,Los Naranjos,115,NO,NO,NO,SI,NO,NO,NO,NO,NO,6505030,-34.99655185849,-57.7036642458572
Buenos Aires,Magdalena,Magdalena,11093,SI,SI,SI,NO,NO,SI,SI,SI,SI,6505040,-35.0806853032506,-57.5172585839912
Buenos Aires,Magdalena,Roberto J. Payró,65,NO,NO,NO,NO,NO,SI,NO,NO,NO,6505050,-35.1799267057869,-57.651986019808
Buenos Aires,Magdalena,Vieytes,287,NO,NO,NO,SI,NO,SI,SI,NO,NO,6505060,-35.269568396303,-57.5757117447539
Buenos Aires,Maipú,Las Armas,365,SI,NO,NO,NO,NO,SI,SI,SI,SI,6511010,-37.0860540989,-57.8285752273883
Buenos Aires,Maipú,Maipú,8883,SI,NO,SI,NO,NO,SI,SI,SI,SI,6511020,-36.8648514645038,-57.8829166198472
Buenos Aires,Maipú,Santo Domingo,95,NO,NO,NO,NO,SI,SI,SI,NO,SI,6511030,-36.7137597811284,-57.5860126519926
Buenos Aires,Malvinas Argentinas,Area De Promocion El Triángulo,2877,SI,NO,NO,SI,NO,NO,NO,SI,SI,6515010,-34.4544550576034,-58.7062417407487
Buenos Aires,Malvinas Argentinas,Grand Bourg,94441,SI,SI,NO,SI,NO,NO,SI,SI,SI,6515010,-34.4869935800875,-58.7286750953502
Buenos Aires,Malvinas Argentinas,Ingeniero Adolfo Sourdeaux,28780,SI,SI,NO,SI,NO,SI,SI,SI,SI,6515010,-34.5004325972609,-58.6618050648717
Buenos Aires,San Fernando,San Fernando,74814,SI,SI,SI,SI,NO,SI,SI,SI,SI,6749010,-34.4473601745411,-58.5690015916776
Buenos Aires,San Fernando,Victoria,42703,SI,SI,NO,SI,SI,SI,SI,SI,SI,6749010,-34.4619820050413,-58.5595970877081
Buenos Aires,San Fernando,Virreyes,42768,SI,SI,NO,SI,NO,NO,SI,SI,SI,6749010,-34.4636240092728,-58.5761941633194
Buenos Aires,San Isidro,Acassuso,12902,SI,SI,SI,SI,SI,NO,SI,SI,SI,6756010,-34.4794018120083,-58.5074043996961
Buenos Aires,San Isidro,Beccar,59088,SI,SI,NO,SI,NO,SI,SI,SI,SI,6756010,-34.4674159462571,-58.5400343502635
Buenos Aires,San Isidro,Boulogne Sur Mer,73842,SI,SI,NO,SI,NO,SI,SI,SI,SI,6756010,-34.4983312888498,-58.5700137209729
Caba,COMUNA 04,Nueva Pompeya,42695,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.6505501963997,-58.4188550090093
Chaco,San Fernando,Fontana,32027,NO,NO,NO,SI,NO,SI,NO,SI,SI,22140040,-27.4167127425858,-59.04393778912
Chaco,San Fernando,Puerto Vilelas,8278,NO,NO,NO,SI,SI,NO,NO,SI,SI,22140050,-27.5106090846354,-58.938994465923
Chaco,San Fernando,Resistencia,290723,SI,SI,SI,SI,SI,SI,SI,SI,SI,22140060,-27.4521194584549,-58.9876174408016
Chaco,San Lorenzo,Samuhú,1251,NO,NO,NO,NO,SI,NO,NO,NO,SI,22147010,-27.5222254234698,-60.3941746057505
Buenos Aires,Tandil,Desvío Aguirre,0,NO,NO,NO,SI,NO,SI,NO,SI,SI,6791050,-37.35,-59.0
Buenos Aires,Tandil,Gardey,532,NO,NO,NO,SI,NO,SI,SI,SI,SI,6791030,-37.2823323375205,-59.3630004748452
Buenos Aires,Tandil,María Ignacia (Est. Vela),1948,SI,NO,NO,NO,NO,SI,SI,NO,SI,6791040,-37.4029073074266,-59.5093354449092
Buenos Aires,Tandil,Tandil,116916,SI,SI,SI,SI,SI,SI,SI,SI,SI,6791050,-37.3238849060878,-59.1310691770429
Buenos Aires,Tapalqué,Crotto,247,NO,NO,NO,NO,NO,NO,NO,NO,NO,6798010,-36.5774103919485,-60.1711185359919
Buenos Aires,Tapalqué,Tapalqué,7444,NO,NO,NO,NO,SI,NO,SI,SI,SI,6798020,-36.3573669882462,-60.0247443487218
Buenos Aires,Tapalqué,Velloso,127,NO,NO,NO,NO,NO,NO,NO,NO,NO,6798030,-36.1215309084723,-59.6527146246682
Buenos Aires,Tigre,Benavídez,42781,SI,SI,NO,SI,SI,SI,SI,SI,SI,6805010,-34.4104347356392,-58.6887919689512
Buenos Aires,Tigre,Dique Luján,3351,SI,SI,NO,SI,NO,SI,SI,SI,SI,6805010,-34.3717750147952,-58.6917925096496
Caba,COMUNA 10,Floresta,37575,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.6276862905939,-58.4835872783595
Chubut,Futaleufú,Los Cipreses,179,NO,NO,NO,NO,SI,NO,SI,NO,NO,26035050,-43.1847146210617,-71.6413919295155
Chubut,Futaleufú,Trevelín,6353,SI,NO,SI,NO,SI,SI,SI,SI,SI,26035060,-43.0908711905976,-71.4654853699539
Chubut,Futaleufú,Villa Futalaufquen,28,NO,NO,NO,NO,SI,NO,SI,NO,NO,26035070,-42.9006375858067,-71.6061535113717
Chubut,Gaiman,28 De Julio,237,NO,NO,NO,SI,SI,NO,NO,SI,SI,26042040,-43.3809771295585,-65.8386877428492
Chubut,Gaiman,Dique Florentino Ameghino,156,NO,NO,NO,NO,NO,NO,SI,NO,NO,26042010,-43.7032847513538,-66.479400323535
Chubut,Gaiman,Dolavon,2887,NO,NO,SI,SI,SI,NO,SI,NO,SI,26042020,-43.309297578868,-65.7087388385691
Buenos Aires,San Isidro,Martínez,66169,SI,SI,SI,SI,SI,SI,SI,SI,SI,6756010,-34.4944230772436,-58.5105732755943
Buenos Aires,San Isidro,San Isidro,45403,SI,SI,SI,SI,SI,SI,SI,SI,SI,6756010,-34.4770412162141,-58.52719519996
Buenos Aires,San Isidro,Villa Adelina,35473,SI,SI,NO,SI,NO,NO,SI,SI,SI,6756010,-34.5151197673508,-58.5457579220177
Buenos Aires,San Miguel,Bella Vista,74138,SI,SI,SI,SI,SI,SI,SI,SI,SI,6760010,-34.5751401519414,-58.6960409885544
Buenos Aires,San Miguel,Campo De Mayo,1525,NO,NO,NO,NO,SI,NO,NO,SI,SI,6760010,-34.5346818189868,-58.6513860167431
Buenos Aires,San Miguel,Muñiz,28615,SI,SI,SI,SI,NO,NO,SI,SI,SI,6760010,-34.5557351629874,-58.7080227572424
Cordoba,Cruz del Eje,Canteras Quilpo,216,NO,NO,NO,NO,NO,SI,SI,NO,NO,14028030,-30.8666932853441,-64.6829010647536
Cordoba,Cruz del Eje,Cruz De Caña,130,NO,NO,NO,NO,NO,SI,NO,NO,NO,14028040,-31.0662466251544,-64.9425321672363
Buenos Aires,Berisso,Berisso,87698,SI,SI,SI,SI,NO,SI,SI,SI,SI,6098010,-34.8746353679645,-57.8947472316799
Buenos Aires,Berisso,Los Talas,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,6098010,-34.9190209219847,-57.7909954962894
Buenos Aires,Berisso,Villa Arguello,0,NO,NO,NO,SI,NO,SI,NO,SI,SI,6098010,-34.9053981881099,-57.9180815078165
Buenos Aires,Berisso,Villa Dolores,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,6098010,-34.8802085383888,-57.8663036732616
Buenos Aires,Berisso,Villa Independencia,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,6098010,-34.8829519743895,-57.8614892695719
Buenos Aires,Berisso,Villa Nueva,0,NO,NO,NO,SI,NO,SI,NO,SI,SI,6098010,-34.8957079362353,-57.9108816644737
Buenos Aires,Berisso,Villa Porteña,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,6098010,-34.891043310448,-57.8963773978494
Buenos Aires,Berisso,Villa Progreso,0,NO,NO,NO,SI,NO,SI,NO,NO,NO,6098010,-34.9308766123633,-57.8468799885622
Buenos Aires,Berisso,Villa San Carlos,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,6098010,-34.8838130805,-57.87701595642
Buenos Aires,Berisso,Villa Zula,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,6098010,-34.9221646298322,-57.8009664840662
Buenos Aires,Bolívar,Hale,211,SI,NO,NO,NO,NO,NO,SI,NO,NO,6105010,-36.0010429767568,-60.8534495072374
Buenos Aires,Bolívar,Juan F. Ibarra,33,NO,NO,NO,NO,NO,NO,NO,NO,NO,6105020,-36.3498770527922,-61.2552591224518
Buenos Aires,Bolívar,Mariano Unzué,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,6105060,-36.1440485245343,-61.0116010100704
Buenos Aires,Bolívar,Paula,40,NO,NO,NO,NO,SI,NO,NO,NO,NO,6105040,-36.5053183545527,-61.0243287245345
Buenos Aires,Bolívar,Pirovano,1551,NO,NO,NO,NO,NO,SI,SI,SI,NO,6105050,-36.5109170215402,-61.5545516558692
Buenos Aires,Bolívar,San Carlos De Bolívar (Est. Bolívar),26242,SI,SI,SI,NO,NO,SI,SI,SI,SI,6105060,-36.2295602208798,-61.1131898679983
Buenos Aires,Bolívar,Urdampilleta,2643,NO,NO,SI,NO,NO,SI,SI,SI,SI,6105070,-36.4329292363695,-61.4191160192421
Buenos Aires,Bolívar,Villa Lynch Pueyrredón,62,NO,NO,NO,NO,NO,NO,NO,NO,NO,6105080,-36.6025793254646,-61.3618625494725
Buenos Aires,Bragado,Asamblea,7,NO,NO,NO,NO,NO,NO,NO,NO,NO,6112005,-35.2267581272748,-60.4168952837295
Caba,COMUNA 12,Villa Urquiza,91563,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.5715411303449,-58.4878560596649
Cordoba,Río Cuarto,Alpa Corral,812,NO,NO,NO,NO,NO,NO,NO,SI,SI,14098040,-32.6904036665231,-64.721171054893
Cordoba,Río Cuarto,Berrotarán,6869,SI,SI,NO,SI,NO,SI,SI,SI,SI,14098050,-32.4528669215341,-64.3854404675021
Cordoba,Río Cuarto,Bulnes,1051,SI,NO,NO,NO,SI,NO,NO,SI,SI,14098060,-33.5032818212674,-64.6755735163666
Cordoba,Río Cuarto,Chaján,767,NO,NO,NO,SI,SI,NO,SI,SI,SI,14098070,-33.5563361347485,-65.0052699166312
Cordoba,Río Cuarto,Chucul,304,SI,NO,NO,SI,NO,SI,SI,SI,SI,14098080,-33.0089546768665,-64.1712493406755
Cordoba,Río Cuarto,Coronel Baigorria,1456,NO,NO,NO,SI,NO,NO,NO,SI,SI,14098090,-32.8495478948519,-64.3598591374051
Chaco,San Lorenzo,Villa Berthet,10224,NO,NO,NO,SI,SI,SI,NO,SI,SI,22147020,-27.2895492409257,-60.4155962080604
Chaco,Sargento Cabral,Capitán Solari,1888,NO,NO,NO,SI,NO,SI,SI,SI,SI,22154010,-26.8050732181615,-59.5596523744138
Chaco,Sargento Cabral,Colonia Elisa,3471,NO,NO,NO,NO,SI,NO,SI,SI,SI,22154020,-26.9324550960675,-59.5204851339373
Chaco,Sargento Cabral,Colonias Unidas,3282,NO,NO,NO,SI,NO,SI,SI,SI,SI,22154030,-26.7000971775462,-59.6277421824927
Chaco,Sargento Cabral,Ingeniero Barbet,277,NO,NO,NO,NO,NO,NO,NO,NO,NO,22154040,-27.0032121063146,-59.4825136520473
Chaco,Sargento Cabral,Las Garcitas,3711,NO,NO,NO,NO,SI,SI,SI,SI,SI,22154050,-26.6193460346699,-59.8042763819042
Chaco,Tapenagá,Charadai,1519,NO,NO,NO,SI,SI,NO,SI,SI,SI,22161010,-27.6553304709616,-59.8624460245382
Chaco,Tapenagá,Cote Lai,1323,NO,NO,NO,NO,NO,NO,SI,NO,SI,22161020,-27.5303116601138,-59.5765171513905
Chaco,Tapenagá,Haumonía,77,NO,NO,NO,NO,NO,NO,NO,NO,NO,22161030,-27.5077849029352,-60.1635277537413
Chaco,Tapenagá,Horquilla,122,NO,NO,NO,NO,NO,NO,NO,NO,NO,22161040,-27.5427589336639,-59.9578541039413
Chaco,Tapenagá,La Sabana,242,NO,NO,NO,NO,NO,NO,NO,NO,NO,22161050,-27.8738009106984,-59.939569589112
Chubut,Biedma,Arroyo Verde,59,NO,NO,NO,NO,SI,NO,NO,NO,NO,26007010,-42.0119886969656,-65.3064500926092
Chubut,Biedma,Puerto Madryn,81315,SI,SI,SI,SI,SI,SI,SI,SI,SI,26007020,-42.7550996783449,-65.0422298178163
Chubut,Biedma,Puerto Pirámide,565,NO,NO,NO,NO,SI,SI,SI,SI,SI,26007030,-42.5736171931039,-64.2836893467339
Chubut,Biedma,Quinta El Mirador,626,NO,NO,NO,NO,NO,SI,NO,SI,SI,26007040,-42.811590013144,-65.051417803805
Cordoba,Cruz del Eje,Cruz Del Eje,30680,SI,SI,NO,SI,NO,SI,SI,SI,SI,14028050,-30.7218592173102,-64.8077377312137
Cordoba,Cruz del Eje,El Brete,1749,NO,NO,NO,SI,NO,SI,NO,NO,NO,14028060,-30.6722100581192,-64.8699070292303
Cordoba,Cruz del Eje,El Rincón,129,NO,NO,NO,NO,NO,NO,NO,NO,NO,14028070,-30.7491607666016,-64.6445159912109
Cordoba,Cruz del Eje,Guanaco Muerto,320,NO,NO,NO,NO,NO,SI,NO,NO,NO,14028080,-30.4794131800612,-65.0597627738017
Cordoba,Cruz del Eje,La Banda,560,NO,NO,NO,NO,SI,NO,NO,NO,NO,14028090,-30.7628592235779,-64.6459839334075
Cordoba,Cruz del Eje,La Batea,96,NO,NO,NO,NO,NO,SI,NO,NO,NO,14028100,-30.4417646532675,-65.4238386532105
Cordoba,Cruz del Eje,La Higuera,404,SI,NO,NO,NO,NO,SI,SI,NO,SI,14028110,-31.0139548417914,-65.1020313666951
Cordoba,Cruz del Eje,Las Cañadas,149,NO,NO,NO,NO,NO,NO,NO,NO,NO,14028120,-30.9332479488458,-64.7189758691612
Cordoba,Cruz del Eje,Las Playas,937,NO,NO,NO,SI,NO,SI,NO,NO,NO,14028130,-30.6895900139602,-64.8508831281017
Cordoba,Cruz del Eje,Los Chañaritos,311,NO,NO,NO,SI,NO,SI,NO,NO,NO,14028140,-30.5724823864554,-64.9410778222467
Cordoba,Cruz del Eje,Media Naranja,800,NO,NO,NO,NO,NO,SI,NO,NO,NO,14028150,-30.6233104657952,-64.9515406139404
Cordoba,Cruz del Eje,Paso Viejo,1033,SI,NO,NO,NO,NO,SI,SI,SI,SI,14028160,-30.7686835768001,-65.1864700189142
Cordoba,Cruz del Eje,San Marcos Sierra,943,NO,SI,NO,SI,NO,SI,SI,SI,SI,14028170,-30.7803420622583,-64.6468515131076
Cordoba,Cruz del Eje,Serrezuela,2441,SI,NO,NO,SI,NO,SI,SI,SI,SI,14028180,-30.6392026300348,-65.3813009621884
Cordoba,Cruz del Eje,Tuclame,907,NO,NO,NO,NO,NO,SI,NO,NO,NO,14028190,-30.7485284753417,-65.2375410689391
Buenos Aires,General Pueyrredón,Chapadmalal,4112,SI,NO,NO,SI,SI,SI,SI,SI,SI,6357080,-38.1757779275595,-57.6513390003209
Buenos Aires,General Pueyrredón,El Marquesado,196,NO,NO,NO,NO,NO,SI,SI,NO,NO,6357090,-38.2369312519788,-57.763418077922
Buenos Aires,General Pueyrredón,Estacion Camet,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,6357090,-37.888665236683,-57.6000121501773
Buenos Aires,General Pueyrredón,Estación Chapadmalal,1633,SI,NO,NO,SI,SI,SI,NO,SI,SI,6357100,-38.036727731373,-57.7129897398616
Buenos Aires,General Pueyrredón,Mar Del Plata,560913,SI,SI,SI,SI,SI,SI,SI,SI,SI,6357110,-38.0120914785136,-57.6064947153173
Buenos Aires,General Pueyrredón,Punta Mogotes,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,6351020,-38.0833774287933,-57.5859350936487
Buenos Aires,General Pueyrredón,Sierra De Los Padres,4249,SI,NO,NO,SI,NO,SI,SI,SI,SI,6357120,-37.954166706805,-57.7715971022228
Buenos Aires,General Rodríguez,Barrio Ruta 24 Kilómetro 10,0,NO,NO,NO,SI,NO,NO,NO,SI,SI,6364030,-34.6882159472973,-58.9574297137089
Buenos Aires,General Rodríguez,Country Club Bosque Real - Barrio Morabo,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,6364030,-34.555,-58.935
Caba,COMUNA 05,Almagro,131699,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.6092276891202,-58.4217452253939
Chubut,Escalante,Comodoro Rivadavia,175196,SI,SI,SI,SI,SI,SI,SI,SI,SI,26021030,-45.8729846778063,-67.5430559979427
Chubut,Escalante,Diadema Argentina,1317,NO,NO,NO,NO,NO,SI,NO,SI,SI,26021040,-45.7906089158021,-67.6738925726169
Chubut,Escalante,Km. 11 - Cuarteles,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,26021020,-45.7707679612545,-67.4358046744231
Chubut,Escalante,Km. 3 - General Mosconi,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,26021020,-45.8318281251079,-67.4917096424434
Chubut,Escalante,Km. 5 - Presidente Ortiz,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,26021020,-45.7875522789201,-67.4695736235974
Chubut,Escalante,Km. 8 - Don Bosco,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,26021020,-45.7988982385959,-67.4314970230436
Caba,COMUNA 05,Boedo,47306,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.6299600080664,-58.4188403738383
Chubut,Escalante,Rada Tilly,9098,SI,SI,SI,SI,NO,SI,SI,SI,SI,26021050,-45.9368019185633,-67.5653960236573
Chubut,Florentino Ameghino,Camarones,1296,NO,NO,NO,NO,SI,SI,SI,NO,SI,26028010,-44.79829087317,-65.7105992934951
Chubut,Florentino Ameghino,Garayalde,18,NO,NO,NO,NO,NO,SI,NO,NO,NO,26028020,-44.6795783728661,-66.6097364550235
Chubut,Futaleufú,Aldea Escolar,359,NO,NO,NO,NO,SI,NO,SI,NO,NO,26035010,-43.1198187614025,-71.5588967458005
Chubut,Futaleufú,Corcovado,1820,NO,NO,SI,NO,SI,NO,SI,NO,NO,26035020,-43.5380021657326,-71.4659616215841
Chubut,Futaleufú,Esquel,32343,SI,SI,SI,NO,SI,SI,SI,SI,SI,26035030,-42.9133238858291,-71.3185116319277
Buenos Aires,Mar Chiquita,General Pirán,2934,NO,NO,SI,SI,NO,SI,SI,SI,SI,6518020,-37.2778606745914,-57.7740148170475
Buenos Aires,Mar Chiquita,La Armonía,172,NO,NO,NO,NO,NO,SI,NO,SI,SI,6518030,-37.774854850113,-57.6351210747907
Buenos Aires,Mar Chiquita,La Baliza,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,6518020,-37.7697388275396,-57.450820092514
Buenos Aires,Mar Chiquita,La Caleta,0,NO,NO,NO,NO,NO,SI,NO,NO,NO,6518020,-37.7834384978567,-57.4647863685704
Buenos Aires,Mar Chiquita,Mar Chiquita,487,NO,NO,NO,NO,NO,NO,SI,SI,SI,6518040,-37.7462581727647,-57.4274479339348
Buenos Aires,Mar Chiquita,Mar De Cobo,760,SI,NO,SI,SI,NO,NO,SI,NO,NO,6518050,-37.7768000427976,-57.455658983424
Buenos Aires,Mar Chiquita,Playa Dorada,0,NO,NO,NO,NO,NO,SI,NO,SI,SI,6518020,-37.8730952780707,-57.5218898754931
Buenos Aires,Mar Chiquita,Santa Clara Del Mar,7713,SI,NO,NO,SI,NO,SI,NO,SI,SI,6518060,-37.834833606977,-57.5079487213859
Buenos Aires,Mar Chiquita,Santa Elena,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,6518020,-37.8649003626945,-57.5169016362882
Buenos Aires,Mar Chiquita,Vivoratá,956,NO,NO,NO,SI,NO,SI,SI,SI,SI,6518070,-37.6627994476991,-57.6670967441538
Buenos Aires,Marcos Paz,Barrio Santa Rosa,109,NO,NO,NO,NO,NO,NO,NO,NO,SI,6525010,-34.953080822173,-58.78292863718
Buenos Aires,Marcos Paz,Marcos Paz,50460,SI,SI,SI,SI,SI,SI,SI,SI,SI,6525020,-34.7965436888808,-58.8778211205753
Buenos Aires,Mercedes,Goldney,85,NO,NO,NO,NO,NO,NO,NO,NO,NO,6532005,-34.6029546709308,-59.288213732192
Buenos Aires,Benito Juárez,Benito Juárez (Est. Juárez),14279,SI,NO,SI,SI,SI,SI,SI,SI,SI,6084020,-37.6766410210105,-59.8057677109444
Buenos Aires,Benito Juárez,López,138,NO,NO,NO,SI,NO,SI,NO,NO,NO,6084030,-37.5545120854221,-59.6278461536299
Buenos Aires,Benito Juárez,Tedín Uriburu,157,NO,NO,NO,NO,NO,NO,NO,SI,SI,6084040,-37.3683686253208,-59.7630391604187
Buenos Aires,Benito Juárez,Villa Cacique (Est. Alfredo Fortabat),2689,NO,NO,NO,SI,SI,SI,NO,SI,SI,6084050,-37.6704778893557,-59.4003533386514
Buenos Aires,Berazategui,Berazategui,100855,SI,SI,SI,SI,SI,SI,SI,SI,SI,6091010,-34.7597493264937,-58.2019645234278
Buenos Aires,Berazategui,Berazategui Oeste,87792,SI,SI,NO,SI,NO,NO,SI,SI,SI,6091010,-34.7804201858899,-58.2415010261207
Buenos Aires,Berazategui,Carlos Tomás Sourigues,11695,SI,SI,NO,SI,NO,NO,SI,SI,SI,6091010,-34.8021192214631,-58.2188212494897
Buenos Aires,Berazategui,Centro Agrícola El Pato,7847,SI,SI,NO,NO,NO,SI,SI,SI,SI,6091010,-34.9067557072114,-58.1966995021239
Cordoba,Totoral,Sarmiento,1288,SI,NO,NO,NO,NO,NO,SI,NO,NO,14168090,-30.7741941000543,-64.1089868115808
Cordoba,Totoral,Simbolar,340,NO,NO,NO,NO,NO,NO,SI,NO,NO,14168100,-30.4752563998131,-63.9850395218446
Buenos Aires,Berazategui,Guillermo E. Hudson,49458,SI,SI,SI,SI,NO,NO,SI,SI,SI,6091010,-34.7897594857633,-58.1439692638183
Buenos Aires,Berazategui,Juan María Gutierrez,14868,SI,SI,SI,SI,NO,SI,SI,SI,SI,6091010,-34.8348420760566,-58.1819061125702
Buenos Aires,Berazategui,Pereyra,1291,SI,SI,SI,SI,NO,NO,SI,NO,SI,6091010,-34.8471945391094,-58.1392765205344
Buenos Aires,Berazategui,Plátanos,17961,NO,SI,NO,SI,NO,NO,SI,SI,SI,6091010,-34.7674201820877,-58.1652686003148
Buenos Aires,Berazategui,Ranelagh,17183,SI,SI,SI,SI,SI,NO,SI,SI,SI,6091010,-34.7941468501172,-58.1989815634425
Buenos Aires,Berazategui,Villa España,15205,SI,SI,NO,SI,NO,NO,SI,SI,SI,6091010,-34.776063416904,-58.2002532983623
Buenos Aires,Berisso,Barrio Banco Provincia,0,NO,NO,NO,NO,NO,NO,NO,NO,SI,6098010,-34.8752589900973,-57.8550856662877
Buenos Aires,Berisso,Barrio El Carmen (Este),0,NO,NO,NO,SI,NO,SI,NO,SI,SI,6098010,-34.9293102150655,-57.8853552505795
Buenos Aires,Berisso,Barrio Universitario,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,6098010,-34.9027528834433,-57.9270884333304
Entre Rios,Colón,El Colorado,0,NO,NO,NO,NO,SI,NO,NO,SI,SI,30008100,-32.1819017485871,-58.1918561863469
Entre Rios,Colón,Hambis,58,NO,NO,NO,NO,NO,SI,NO,NO,NO,30008040,-31.9629513486876,-58.5082059489741
Buenos Aires,General Pinto,General Pinto,6557,NO,NO,SI,NO,SI,NO,SI,SI,SI,6351020,-34.764155990724,-61.8900674920122
Buenos Aires,General Pinto,Germania (Est. Mayor José Orellano),1397,SI,NO,NO,NO,NO,NO,NO,SI,SI,6351030,-34.576111833277,-62.0518306894073
